order_no,order_qty,ind_price,sales,order_date,status,quarter,month,year,product_type,product_code,cust_nm,country,order_size
10584,20,100,2000,41581,Shipped,4,11,2013,Classic Cars,S18_1749,Rovelli Gifts,Italy,Small
10585,43,100,4300,41591,Shipped,4,11,2013,Classic Cars,S18_1749,Mini Gifts Distributors Ltd.,USA,Large
10586,32,98,1862,41598,Shipped,4,11,2013,Classic Cars,S18_1749,"Australian Collectables, Ltd",Australia,Small
10587,30,97,2910,41607,Shipped,4,5,2013,Classic Cars,S18_1749,Muscle Machine Inc,USA,Medium
10588,26,100,2600,41663,Shipped,1,1,2014,Classic Cars,S18_1749,"Corrida Auto Replicas, Ltd",Spain,Medium
10589,25,100,2500,41701,Shipped,1,3,2014,Classic Cars,S18_1749,"Saveley & Henriot, Co.",France,Small
10590,39,98,3822,41741,Shipped,2,4,2014,Classic Cars,S18_1749,Mini Caravy,France,Medium
10591,23,97,2231,41865,Shipped,3,8,2014,Classic Cars,S18_1749,Amica Models & Co.,Italy,Small
10592,28,100,2800,41881,Shipped,3,8,2014,Classic Cars,S18_1749,NA,Singapore,Medium
10593,42,100,4200,41554,Disputed,4,10,2013,Classic Cars,S18_1749,UK Toys Ltd.,UK,Large
10594,32,98,4508,41932,Shipped,NA,10,2014,Classic Cars,S18_1749,Mini Gifts Distributors Ltd.,USA,Large
10595,41,71.04,2912.64,41957,Shipped,4,11,2014,Classic Cars,S18_1749,Motor Mint Distributors Inc.,USA,Large
10596,41,100,4100,41966,Shipped,4,11,2013,Classic Cars,S18_1749,Marseille Mini Autos,France,Large
10597,36,100,3600,42017,Shipped,1,1,2015,Classic Cars,S18_1749,ABC Corp,USA,Medium
10598,37,98,3626,42044,Shipped,1,2,2015,Classic Cars,S18_1749,Euro Shopping Channel,Spain,Medium
10599,73,97,7081,42113,Shipped,2,4,2015,Classic Cars,S18_1749,The Sharp Gifts Warehouse,USA,Large
10600,33,100,3300,42151,Shipped,2,5,2015,Classic Cars,S18_1749,Fast Toys Co.,Australia,Medium
10601,37,81.39,3011.43,41337,Shipped,1,3,2013,Cars,S18_1889,NA,Philippines,Medium
10602,41,70.38,2885.58,41401,Disputed,2,5,2013,Cars,S18_1889,Marseille Mini Autos,France,Large
10603,45,76.31,3433.95,41454,Shipped,2,6,2013,Cars,S18_1889,Mini Gifts Distributors Ltd.,USA,Large
10604,22,81.39,1790.58,41520,Shipped,3,9,2013,Cars,S18_1889,Collectables For Less Inc.,USA,Small
10605,37,82.049,3239.35,41559,Shipped,4,10,2013,Cars,S18_1889,Superz Retailers,USA,Medium
10606,18,61.14,1100.52,41581,Shipped,4,11,2013,Cars,S18_1889,Mini Auto Werke,NA,Small
10607,19,70.92,1347.48,41587,In Process,4,11,2013,Cars,S18_1889,HFT Gifts,Norway,Small
10608,41,89.86,3684.26,41596,Shipped,4,11,2013,Cars,S18_1889,Online Diecast Creations Co.,USA,Large
10609,44,84.47,3716.68,41611,Shipped,4,5,2013,Cars,S18_1889,Euro Shopping Channel,Spain,Large
10610,18,64.99,1169.82,41654,Shipped,1,1,2014,Cars,S18_1889,Euro Shopping Channel,Spain,Small
10611,44,61.68,2713.92,41689,Shipped,1,2,2014,Cars,S18_1889,"Vida Sport, Ltd",Switzerland,Large
10612,42,72.92,3062.64,41739,Shipped,2,4,2014,Cars,S18_1889,"Oulu Toy Supplies, Inc.",Finland,Large
10613,22,82.93,1824.46,41792,In Process,2,6,2014,Cars,S18_1889,UK Toys Ltd.,UK,Small
10614,31,72.69,2253.39,41825,Shipped,3,7,2014,Cars,S18_1889,L'ordine Souveniers,Italy,Medium
10615,26,87.86,2284.36,41854,Shipped,3,8,2014,Cars,S18_1889,Signal Gift Stores,USA,Medium
10616,40,81.39,3255.6,41879,Shipped,3,8,2014,Cars,S18_1889,"Vida Sport, Ltd",Switzerland,Medium
10617,40,91.4,3656,41552,Shipped,4,10,2013,Cars,S18_1889,"Blauer See Auto, Co.",Germany,Medium
10618,18,89.63,1613.34,41927,Shipped,4,10,2014,Cars,S18_1889,"Toms Spezialitten, Ltd",Germany,Small
10619,34,75.54,2568.36,41944,Shipped,4,11,2014,Cars,S18_1889,FunGift Corp.,USA,Medium
10620,25,100,2500,41956,Disputed,4,11,2014,Cars,S18_1889,Toysworld,USA,Small
10621,54,64.45,3480.3,41968,Shipped,4,11,2014,Cars,S18_1889,AUS Toys Co.,Australia,Large
10622,20,98,1960,42009,Shipped,1,1,2015,Cars,S18_1889,Suominen Souveniers,Finland,Small
10623,28,64.76,1813.28,42041,Shipped,1,2,2015,Cars,S18_1889,FIN Corp.,Finland,Medium
10624,45,78.22,3519.9,42064,Shipped,1,3,2015,Cars,S18_1889,Scandinavian Gift Ideas,Sweden,Large
10625,60,72.92,4375.2,42109,Shipped,2,4,2015,Cars,S18_1889,Mini Caravy,France,Large
10626,37,81.93,3031.41,42140,Shipped,2,5,2015,Cars,S18_1889,SSD Collectables,Austria,Medium
10627,35,97,3395,41340,Shipped,1,3,2013,Cars,S18_1984,Motor Mint Distributors Inc.,USA,Medium
10628,27,100,2675.04,41400,Shipped,2,5,2013,Cars,S18_1984,Marseille Mini Autos,France,Medium
10629,35,100,3500,41460,Disputed,3,7,2013,Cars,S18_1984,Alpha Cognac,France,Medium
10630,23,98,2254,41527,Shipped,3,9,2013,Cars,S18_1984,"Anna's Decorations, Ltd",Australia,Small
10631,45,97,4365,41561,Shipped,4,10,2013,Cars,S18_1984,Heintze Collectables,Denmark,Large
10632,31,100,3100,41581,Shipped,4,11,2013,Cars,S18_1984,Quebec Home Shopping Network,Canada,Medium
10633,20,100,2000,41591,Shipped,4,11,2013,Cars,S18_1984,HFT Gifts,Norway,Small
10634,45,98,4410,41597,In Process,4,11,2013,Cars,S18_1984,Online Diecast Creations Co.,USA,Large
10635,35,97,3395,41607,Shipped,4,11,2013,Cars,S18_1984,Muscle Machine Inc,USA,Medium
10636,37,100,3700,41653,Shipped,NA,1,2014,Cars,S18_1984,Euro Shopping Channel,Spain,Medium
10637,23,100,2300,41697,Shipped,1,2,2014,Cars,S18_1984,Collectable Mini Designs Co.,USA,Small
10638,35,98,3430,41741,Shipped,2,4,2014,Cars,S18_1984,Osaka Souveniers Co.,Japan,Medium
10639,30,97,2910,41788,Shipped,2,5,2014,Cars,S18_1984,UK Toys Ltd.,UK,Medium
10640,45,100,4500,41824,In Process,3,7,2014,Cars,S18_1984,L'ordine Souveniers,Italy,Large
10641,28,100,2800,41858,Shipped,3,8,2014,Cars,S18_1984,Signal Gift Stores,USA,Medium
10642,22,98,2156,41880,Shipped,3,8,2014,Cars,S18_1984,"Vida Sport, Ltd",Switzerland,Small
10643,44,97,4268,41549,Shipped,NA,10,2013,Cars,S18_1984,"Norway Gifts By Mail, Co.",Norway,Large
10644,20,100,2000,41926,Shipped,4,10,2014,Cars,S18_1984,"Toms Spezialitten, Ltd",Germany,Small
10645,24,100,2400,41948,Shipped,4,11,2014,Cars,S18_1984,FunGift Corp.,USA,Small
10646,28,30.47,853.16,41959,Shipped,NA,11,2014,Cars,S18_1984,Motor Mint Distributors Inc.,USA,Medium
10647,19,82.049,1843,41980,Disputed,4,11,2014,Cars,S18_1984,AUS Toys Co.,Australia,Small
10648,23,63.69,1464.87,41980,Shipped,4,12,2014,Cars,S18_1984,TBN Toys,France,Small
10649,33,100,3300,42015,Shipped,1,1,2015,Cars,S18_1984,Royale Belge,Belgium,Medium
10650,34,98,3332,42043,Shipped,1,2,2015,Cars,S18_1984,FIN Corp.,Finland,Medium
10651,31,40.05,1241.55,42064,Shipped,1,3,2015,Cars,S18_1984,Mini Gifts Distributors Ltd.,USA,Medium
10652,44,100,4400,42107,Shipped,2,4,2015,Cars,S18_1984,Danish Wholesale Imports,Denmark,Large
10653,33,100,3300,42142,Shipped,2,5,2015,Cars,S18_1984,SSD Collectables,Austria,Medium
10654,22,98,2156,41304,Shipped,1,1,2013,Cars,S18_2238,Euro Shopping Channel,Spain,Small
10655,43,97,4171,41365,Shipped,2,4,2013,Cars,S18_2238,Classic Legends Inc.,USA,Large
10656,41,100,4100,41426,Disputed,2,6,2013,Cars,S18_2238,Muscle Machine Inc,USA,Large
10657,38,100,3800,41488,Shipped,3,8,2013,Cars,S18_2238,Suominen Souveniers,Finland,Medium
10658,41,98,4018,41537,Shipped,3,9,2013,Cars,S18_2238,"Oulu Toy Supplies, Inc.",Finland,Large
10659,26,97,2522,41566,Shipped,4,10,2013,Cars,S18_2238,"Dragon Souveniers, Ltd.",Singapore,Medium
10660,16,100,1600,41582,Shipped,4,11,2013,Cars,S18_2238,L'ordine Souveniers,Italy,Small
10661,45,100,4500,41593,In Process,4,11,2013,Cars,S18_2238,"Iberia Gift Imports, Corp.",Spain,Large
10662,25,98,2450,41602,Shipped,4,11,2013,Cars,S18_2238,NA,USA,Small
10663,41,97,3977,41614,Shipped,4,12,2013,Cars,S18_2238,Diecast Collectables,USA,Large
10664,39,100,3900,41678,Shipped,1,2,2014,Cars,S18_2238,Signal Collectibles Ltd.,USA,Medium
10665,48,82.049,4800,41714,Shipped,1,3,2014,Cars,S18_2238,"Blauer See Auto, Co.",Germany,Large
10666,38,98,3724,41763,Shipped,2,5,2014,Cars,S18_2238,Euro Shopping Channel,Spain,Medium
10667,27,97,2619,41802,In Process,2,6,2013,Cars,S18_2238,Handji Gifts& Co,Singapore,Small
10668,46,100,4600,41838,Shipped,3,7,2014,Cars,S18_2238,Mini Gifts Distributors Ltd.,USA,Large
10669,22,100,2200,41872,Shipped,3,8,2014,Cars,S18_2238,Mini Gifts Distributors Ltd.,USA,Small
10670,24,98,2352,41889,Shipped,3,9,2014,Cars,S18_2238,Toysworld,USA,Small
10671,24,97,2328,41922,Shipped,4,10,2014,Cars,S18_2238,Marat Toys,USA,Small
10672,38,82.049,3800,41932,Shipped,4,10,2014,Cars,S18_2238,Heintze Collectables,Denmark,Medium
10673,32,100,4600,41949,Shipped,4,11,2014,Cars,S18_2238,Micro Games Inc,USA,Large
10674,47,98,4606,41962,Disputed,4,11,2014,Cars,S18_2238,"La Corne D'abondance, Co.",France,Large
10675,35,97,3395,41971,Shipped,4,11,2014,Cars,S18_2238,Muscle Machine Inc,USA,Medium
10676,16,100,1600,41981,Shipped,4,12,2014,Cars,S18_2238,Euro Shopping Channel,Spain,Small
10677,24,100,2400,42028,Shipped,1,1,2015,Cars,S18_2238,Mini Gifts Distributors Ltd.,USA,Small
10678,23,86,1978,42051,Shipped,1,2,2015,Cars,S18_2238,Mini Gifts Distributors Ltd.,USA,Small
10679,38,97,3686,42124,Shipped,2,4,2015,Cars,S18_2238,Euro Shopping Channel,Spain,Medium
10680,24,100,2400,42153,Shipped,NA,5,2015,Cars,S18_2238,RGS Gifts,France,Small
10681,49,66.8,3273.2,41281,Shipped,1,1,2013,Classic Cars,S18_2248,Online Diecast Creations Co.,USA,Large
10682,30,48.25,1447.5,41350,Shipped,1,3,2013,Classic Cars,S18_2248,"AV Stores, Co.",UK,Medium
10683,39,50.88,1984.32,41412,Disputed,2,5,2013,Classic Cars,S18_2248,Signal Gift Stores,USA,Medium
10684,20,61.36,1227.2,41527,Shipped,3,9,2013,Classic Cars,S18_2248,Signal Collectibles Ltd.,USA,Small
10685,26,68.62,1784.12,41566,Shipped,4,10,2013,Classic Cars,S18_2248,Mind Games,USA,Medium
10686,24,55.51,1332.24,41582,Shipped,4,11,2013,Classic Cars,S18_2248,Rovelli Gifts,Italy,Small
10687,35,58.15,2035.25,41587,Shipped,4,11,2013,Classic Cars,S18_2248,Mini Gifts Distributors Ltd.,USA,Medium
10688,38,58.33,2216.54,41597,In Process,4,11,2013,Classic Cars,S18_2248,"Australian Collectables, Ltd",Australia,Medium
10689,22,70.44,2675.04,41611,Shipped,4,12,2013,Classic Cars,S18_2248,Muscle Machine Inc,USA,Small
10690,19,60.96,1158.24,41664,Shipped,1,1,2014,Classic Cars,S18_2248,"Corrida Auto Replicas, Ltd",Spain,Small
10691,25,47.85,1196.25,41697,Shipped,1,2,2014,Classic Cars,S18_2248,"Saveley & Henriot, Co.",France,Small
10692,29,71.65,2077.85,41740,Shipped,2,4,2014,Classic Cars,S18_2248,Mini Caravy,France,Medium
10693,24,61.96,1487.04,41869,Shipped,3,8,2014,Classic Cars,S18_2248,Amica Models & Co.,Italy,Small
10694,26,59.75,1553.5,41882,In Process,3,8,2014,Classic Cars,S18_2248,Handji Gifts& Co,NA,Medium
10695,43,46.04,1979.72,41915,Shipped,4,10,2014,Classic Cars,S18_2248,"Iberia Gift Imports, Corp.",Spain,Large
10696,26,60.15,1563.9,41931,Shipped,4,10,2014,Classic Cars,S18_2248,Mini Gifts Distributors Ltd.,USA,Medium
10697,37,83.25,3080.25,41961,Shipped,4,11,2014,Classic Cars,S18_2248,"AV Stores, Co.",UK,Medium
10698,38,54.91,2086.58,41967,Shipped,4,11,2014,Classic Cars,S18_2248,Marseille Mini Autos,France,Medium
10699,42,97,4074,42013,Shipped,1,1,2015,Classic Cars,S18_2248,ABC Corp,USA,Large
10700,23,48.3,1110.9,42043,Shipped,1,2,2015,Classic Cars,S18_2248,Euro Shopping Channel,Spain,Small
10701,41,71.65,2937.65,42117,Disputed,2,4,2015,Classic Cars,S18_2248,The Sharp Gifts Warehouse,USA,Large
10702,34,61.57,2093.38,42152,Shipped,2,5,2015,Classic Cars,S18_2248,Fast Toys Co.,Australia,Medium
10703,26,97,2522,41302,Shipped,1,1,2013,Buses,S18_2319,Euro Shopping Channel,Spain,Small
10704,35,100,3500,41363,Shipped,1,3,2013,Buses,S18_2319,"La Corne D'abondance, Co.",France,Medium
10705,44,100,4400,41429,Shipped,2,6,2013,Buses,S18_2319,Muscle Machine Inc,USA,Large
10706,45,98,4410,41486,Shipped,3,7,2013,Buses,S18_2319,Suominen Souveniers,Finland,Large
10707,46,97,4462,41535,Shipped,3,9,2013,Buses,S18_2319,"Oulu Toy Supplies, Inc.",Finland,Large
10708,42,100,4200,41567,Shipped,4,10,2013,Buses,S18_2319,"Dragon Souveniers, Ltd.",Singapore,Large
10709,47,100,4700,41585,Shipped,4,11,2013,Buses,S18_2319,"Stylish Desk Decors, Co.",UK,Large
10710,44,98,4312,41591,Shipped,3,11,2013,Buses,S18_2319,"Iberia Gift Imports, Corp.",Spain,Large
10711,32,97,3104,41600,Shipped,4,11,2013,Buses,S18_2319,Mini Classics,USA,Medium
10712,39,100,3900,41615,Shipped,4,12,2013,Buses,S18_2319,Diecast Collectables,USA,Medium
10713,25,100,2500,41710,Shipped,1,3,2014,Buses,S18_2319,Mini Gifts Distributors Ltd.,USA,Small
10714,20,96.18,1923.6,41763,Shipped,2,5,2014,Buses,S18_2319,NA,Spain,Small
10715,31,96.41,2988.71,41802,In Process,2,6,2014,Buses,S18_2319,Handji Gifts& Co,Singapore,Medium
10716,46,100,4600,41838,Shipped,3,7,2014,Buses,S18_2319,Mini Gifts Distributors Ltd.,USA,Large
10717,47,100,4700,41871,Shipped,3,8,2014,Buses,S18_2319,DCCS Inc.,USA,Large
10718,39,98,3822,41889,Shipped,3,9,2014,Buses,S18_2319,Toysworld,USA,Medium
10719,33,97,3201,41922,Shipped,4,10,2014,Buses,S18_2319,Marat Toys,USA,Medium
10720,25,100,2500,41932,Shipped,4,10,2014,Buses,S18_2319,Canadian Gift Exchange Network,Canada,Small
10721,32,36.48,1167.36,41949,In Process,4,11,2014,Buses,S18_2319,Micro Games Inc,USA,Medium
10722,44,98,4312,41961,Shipped,4,11,2014,Buses,S18_2319,"Model Replicas, Co",Sweden,Large
10723,35,97,3395,41971,Shipped,4,11,2014,Buses,S18_2319,Muscle Machine Inc,USA,Medium
10724,16,82.049,566.72,41981,Shipped,4,12,2014,Buses,S18_2238,Euro Shopping Channel,Spain,Small
10725,32,100,2100,42025,Shipped,1,1,2015,Buses,S18_2319,"Anna's Decorations, Ltd",Australia,Small
10726,25,98,2450,42056,Shipped,1,2,2015,Buses,S18_2319,Euro Shopping Channel,Spain,Small
10727,53,95.18,5044.54,42124,Shipped,2,4,2015,Buses,S18_2319,Euro Shopping Channel,Spain,Large
10728,34,98.41,3345.94,42153,Disputed,2,5,2015,Buses,S18_2319,RGS Gifts,France,Medium
10729,24,100,2400,41284,Shipped,1,1,2013,Classic Cars,S18_2325,"Blauer See Auto, Co.",Germany,Small
10730,31,98,3038,41350,Shipped,1,3,2013,Classic Cars,S18_2325,"AV Stores, Co.",UK,Medium
10731,39,82.049,3783,41412,Shipped,2,5,2013,Classic Cars,S18_2325,Signal Gift Stores,USA,Medium
10732,29,100,2900,41527,Shipped,3,9,2013,Classic Cars,S18_2325,Signal Collectibles Ltd.,USA,Medium
10733,37,100,3700,41566,Shipped,4,10,2013,Classic Cars,S18_2325,Mind Games,USA,Medium
10734,29,98,2842,41582,Shipped,4,11,2013,Classic Cars,S18_2325,Rovelli Gifts,Italy,Medium
10735,17,97,1649,41587,Shipped,4,11,2013,Classic Cars,S18_2325,Mini Gifts Distributors Ltd.,USA,Small
10736,40,100,4000,41597,Shipped,4,11,2013,Classic Cars,S18_2325,"Australian Collectables, Ltd",Australia,Medium
10737,25,100,2500,41611,Disputed,4,12,2013,Classic Cars,S18_2325,Muscle Machine Inc,USA,Small
10738,25,98,2450,41664,Shipped,1,1,2014,Classic Cars,S18_2325,"Corrida Auto Replicas, Ltd",Spain,Small
10739,43,97,4171,41697,Shipped,1,2,2014,Classic Cars,S18_2325,"Saveley & Henriot, Co.",France,Large
10740,43,100,4300,41753,Shipped,2,4,2014,Classic Cars,S18_2325,Diecast Collectables,USA,Large
10741,36,100,3600,41869,Shipped,3,8,2014,Classic Cars,S18_2325,Amica Models & Co.,Italy,Medium
10742,29,98,2842,41882,Shipped,3,8,2014,Classic Cars,S18_2325,Handji Gifts& Co,Singapore,Medium
10743,21,97,2037,41920,Shipped,4,10,2014,Classic Cars,S18_2325,Auto Assoc. & Cie.,France,Small
10744,27,100,2700,41931,Shipped,4,10,2014,Classic Cars,S18_2325,Mini Gifts Distributors Ltd.,USA,Medium
10745,49,100,4900,41948,Shipped,4,11,2014,Classic Cars,S18_2325,Online Diecast Creations Co.,USA,Large
10746,33,62.69,2068.77,41959,Shipped,4,11,2014,Classic Cars,S18_2325,"AV Stores, Co.",UK,Medium
10747,27,97,2619,41965,Shipped,4,11,2014,Classic Cars,S18_2325,Marseille Mini Autos,France,Medium
10748,25,100,2500,41980,In Process,4,12,2014,Classic Cars,S18_2325,TBN Toys,France,Small
10749,26,100,2600,42017,Shipped,1,1,2015,Classic Cars,S18_2325,ABC Corp,USA,Medium
10750,38,98,3724,42050,Shipped,1,2,2015,Classic Cars,S18_2325,Euro Shopping Channel,Spain,Medium
10751,28,95.99,2687.72,42064,Shipped,1,3,2015,Classic Cars,S18_2325,Mini Gifts Distributors Ltd.,USA,Medium
10752,2,100,200,42115,Shipped,2,4,2015,Classic Cars,S18_2325,Handji Gifts& Co,Singapore,Small
10753,44,100,4400,42154,Shipped,2,5,2015,Classic Cars,S18_2325,Fast Toys Co.,Australia,Large
10754,20,52.09,1041.8,41302,Shipped,1,1,2013,Buses,S18_2432,Baani Imports,Norway,Small
10755,32,65.67,2758.14,41362,Disputed,1,3,2013,Buses,S18_2432,"La Corne D'abondance, Co.",France,Large
10756,39,64.02,2496.78,41420,Shipped,NA,5,2013,Buses,S18_2432,"Corrida Auto Replicas, Ltd",Spain,Medium
10757,45,60.99,2744.55,41480,Shipped,3,7,2013,Buses,S18_2432,Techno Toys,USA,Large
10758,37,67.28,2489.36,41537,Shipped,3,9,2013,Buses,S18_2432,"Oulu Toy Supplies, Inc.",Finland,Medium
10759,28,68.1,1906.8,41566,Shipped,4,10,2013,Buses,S18_2432,"Dragon Souveniers, Ltd.",Singapore,Medium
10760,37,68.28,2526.36,41582,Shipped,4,11,2013,Buses,S18_2432,"Stylish Desk Decors, Co.",UK,Medium
10761,43,59.16,2543.88,41593,Shipped,4,11,2013,Buses,S18_2432,"Iberia Gift Imports, Corp.",Spain,Large
10762,43,68.49,2945.07,41602,Shipped,4,11,2013,Buses,S18_2432,"Saveley & Henriot, Co.",France,Large
10763,34,66.89,2274.26,41614,Shipped,4,12,2013,Buses,S18_2432,Diecast Collectables,USA,Medium
10764,32,60.38,1871.78,41672,Disputed,1,2,2014,Buses,S18_2325,Handji Gifts& Co,Singapore,Medium
10765,27,58.55,1580.85,41710,Shipped,1,3,2014,Buses,S18_2432,Mini Gifts Distributors Ltd.,USA,Medium
10766,28,59.99,1679.72,41763,Shipped,2,5,2014,Classic Cars,S18_2325,Euro Shopping Channel,Spain,Medium
10767,27,46.22,1247.94,41802,Shipped,2,6,2014,Buses,S18_2432,Handji Gifts& Co,Singapore,Medium
10768,21,68.28,1433.88,41838,Shipped,3,7,2014,Buses,S18_2432,Mini Gifts Distributors Ltd.,USA,Small
10769,28,56.73,1588.44,41871,In Process,3,8,2014,Buses,S18_2432,DCCS Inc.,USA,Medium
10770,24,55.73,1337.52,41889,Shipped,3,9,2014,Buses,S18_2432,Scandinavian Gift Ideas,Sweden,Small
10771,38,50.48,1918.24,41922,Shipped,4,10,2014,Buses,S18_2432,Marat Toys,USA,Medium
10772,30,51.87,1556.1,41932,Shipped,4,10,2014,Buses,S18_2432,Canadian Gift Exchange Network,Canada,Medium
10773,34,60.21,2047.14,41948,Shipped,4,5,2014,Buses,S18_2432,Online Diecast Creations Co.,USA,Medium
10774,32,59.38,1900.16,41961,Shipped,4,11,2014,Buses,S18_2432,"Model Replicas, Co",Sweden,Medium
10775,47,97,4559,41969,In Process,4,11,2014,Buses,S18_2432,AUS Toys Co.,Australia,Large
10776,37,60.99,2256.63,41981,Shipped,4,12,2014,Buses,S18_2432,Mini Gifts Distributors Ltd.,USA,Medium
10777,21,95.86,2013.06,41981,Shipped,1,5,2015,Buses,S18_2432,"Anna's Decorations, Ltd",Australia,Small
10778,33,46.62,1538.46,42051,Shipped,1,2,2015,Buses,S18_2432,Mind Games,USA,Medium
10779,41,35.5,1455.5,42069,Shipped,1,3,2015,Buses,S18_2432,"Anna's Decorations, Ltd",Australia,Large
10780,43,60.99,2622.57,42125,Shipped,NA,5,2015,Buses,S18_2432,Euro Shopping Channel,Spain,Large
10781,18,48.22,867.96,42156,Shipped,2,6,2015,Buses,S18_2432,RGS Gifts,France,Small
10782,32,88.39,2828.48,41321,Disputed,1,2,2013,Trucks,S18_2581,Rovelli Gifts,Italy,Medium
10783,26,68.81,1789.06,41390,Shipped,2,4,2013,Trucks,S18_2581,AUS Toys Co.,Australia,Medium
10784,45,68.27,3072.15,41450,Shipped,2,6,2013,Trucks,S18_2581,Euro Shopping Channel,Spain,Large
10785,29,84.32,2445.28,41512,Shipped,3,8,2013,Trucks,S18_2581,ABC Corp,USA,Medium
10786,19,68.96,1310.24,41574,Shipped,4,10,2013,Trucks,S18_2581,Techno Toys,USA,Small
10787,47,73.88,3472.36,41648,Shipped,1,1,2014,Trucks,S18_2581,Osaka Souveniers Co.,Japan,Large
10788,43,100,4300,41688,Shipped,1,2,2014,Classic Cars,S18_2581,AUS Toys Co.,Australia,Large
10789,23,75.03,1725.69,41732,Shipped,NA,5,2014,Trucks,S18_2325,"Royal Canadian Collectables, Ltd.",Canada,Small
10790,25,96.84,2421,41769,Shipped,2,5,2014,Trucks,S18_2581,The Sharp Gifts Warehouse,USA,Small
10791,30,83.17,2495.1,41815,Disputed,2,6,2014,Trucks,S18_2581,Giftware Inc ,USA,Medium
10792,31,89.39,2771.09,41841,Shipped,3,7,2014,Trucks,S18_2581,RGS Gifts,France,Medium
10793,30,70.81,2124.3,41873,Shipped,3,8,2014,Trucks,S18_2581,"Norway Gifts By Mail, Co.",Norway,Medium
10794,23,80.79,1858.17,41897,Shipped,3,9,2014,Trucks,S18_2581,"Clover Collections, Co.",Ireland,Small
10795,24,79.79,1914.96,41924,Shipped,4,10,2014,Trucks,S18_2581,Mini Classics,USA,Small
10796,27,100,2700,41943,In Process,4,10,2014,Trucks,S18_2581,DCCS Inc.,USA,Medium
10797,44,100,4400,41954,Shipped,4,11,2014,Trucks,S18_2581,Danish Wholesale Imports,Denmark,Large
10798,25,98,2450,41965,Shipped,4,11,2014,Trucks,S18_2581,"Tokyo Collectables, Ltd",Japan,Small
10799,24,97,2328,41974,Shipped,4,12,2014,Trucks,S18_2581,Gift Ideas Corp.,USA,Small
10800,38,68.27,2594.26,42035,Shipped,1,1,2015,Trucks,S18_2581,"Australian Gift Network, Co",Australia,Medium
10801,20,73.77,1475.4,42065,Shipped,1,3,2015,Trucks,S18_2581,Euro Shopping Channel,Spain,Small
10802,32,74.88,2396.16,42092,In Process,1,3,2015,Trucks,S18_2581,Super Toys,France,Medium
10803,39,73.03,2848.17,42094,Shipped,1,3,2015,Trucks,S18_2581,Tikini Inc.,USA,Medium
10804,11,97.84,1076.24,42132,Shipped,2,5,2015,Trucks,S18_2581,L'ordine Souveniers,Italy,Small
10805,28,69.87,1956.36,41330,Shipped,1,2,2013,Bikes,S18_2625,Toysworld,USA,Medium
10806,44,56.15,2470.6,41392,Shipped,NA,4,2013,Bikes,S18_2625,AUS Toys Co.,Australia,Large
10807,27,58.78,1587.06,41453,Shipped,2,6,2013,Bikes,S18_2625,TBN Toys,France,Medium
10808,26,48.67,1265.42,41509,Shipped,3,8,2013,Bikes,S18_2625,ABC Corp,USA,Medium
10809,41,50.48,2069.68,41558,Disputed,4,10,2013,Bikes,S18_2625,Mind Games,USA,Small
10810,44,59.18,2603.92,41574,Shipped,4,10,2013,Bikes,S18_2625,Techno Toys,USA,Large
10811,22,61.2,1346.4,41586,Shipped,4,11,2013,Bikes,S18_2625,Qualy Toys,France,Small
10812,28,64.42,1803.76,41594,Shipped,4,11,2013,Bikes,S18_2625,HFT Gifts,Norway,Medium
10813,29,63.81,1850.49,41610,Shipped,4,12,2013,Bikes,S18_2625,Wonder Toys,USA,Medium
10814,38,47.67,1811.46,41650,Shipped,1,1,2014,Bikes,S18_2625,Osaka Souveniers Co.,Japan,Medium
10815,25,57.57,1439.25,41687,Shipped,1,2,2014,Bikes,S18_2625,AUS Toys Co.,Australia,Small
10816,19,54.72,1039.68,41730,Shipped,2,4,2014,Bikes,S18_2625,Motor Mint Distributors Inc.,USA,Small
10817,28,60.18,1685.04,41778,Shipped,2,5,2014,Bikes,S18_2625,Tikini Inc.,USA,Medium
10818,32,56.75,1816,41817,Disputed,2,6,2014,Bikes,S18_2625,Giftware Inc ,USA,Medium
10819,34,60.6,2060.4,41840,Shipped,3,7,2014,Bikes,S18_2625,RGS Gifts,France,Medium
10820,16,48.06,768.96,41876,Shipped,3,8,2014,Bikes,S18_2625,Marat Toys,USA,Small
10821,31,47.46,1471.26,41910,Shipped,3,9,2014,Bikes,S18_2625,Atelier graphique,France,Medium
10822,32,50.09,1602.88,41926,Shipped,4,10,2014,Bikes,S18_2625,Mini Classics,USA,Medium
10823,39,49.7,1938.3,41942,In Process,4,10,2014,Bikes,S18_2625,DCCS Inc.,USA,Medium
10824,34,100,3400,41956,Shipped,4,11,2014,Bikes,S18_2625,NA,USA,Medium
10825,29,61.16,1773.64,41967,Shipped,4,11,2014,Bikes,S18_2625,"Tokyo Collectables, Ltd",Japan,Medium
10826,21,47.67,1001.07,42008,Shipped,1,1,2015,Bikes,S18_2625,Techno Toys,USA,Small
10827,19,50.3,955.7,42034,Shipped,1,1,2015,Bikes,S18_2625,"Australian Gift Network, Co",Australia,Small
10828,35,100,3500,42064,Shipped,1,3,2015,Bikes,S18_2625,Scandinavian Gift Ideas,Sweden,Medium
10829,54,54.72,2954.88,42102,In Process,2,4,2015,Bikes,S18_2625,ACN ,France,Large
10830,34,59.18,2012.12,42136,Shipped,2,5,2015,Bikes,S18_2625,Euro Shopping Channel,Spain,Medium
